Callnumber;Barcode;Title;Year;Location
DML: 617 COE;FO094277;More than a game;1992;Bibliotheek Dr. Meurerlaan
DML: 617 KUIP;FO103861;Sporten mag, bewegen moet;1991;Bibliotheek Dr. Meurerlaan
DML: 617.1 ANDR;HV134084;Research methods and design in sport management;2011;Bibliotheek Dr. Meurerlaan
DML: 617.1 ANDR;HV133822;Research methods and design in sport management;2011;Bibliotheek Dr. Meurerlaan
DML: 617.1 BALY;HV118383;Long-term athlete development;2013;Bibliotheek Dr. Meurerlaan
DML: 617.1 BAX;FO104838;Time out!;2000;Bibliotheek Dr. Meurerlaan
DML: 617.1 BAX;FO079837;Time out!;2000;Bibliotheek Dr. Meurerlaan
DML: 617.1 BAX;HV023718;Time out!;2000;Bibliotheek Dr. Meurerlaan
DML: 617.1 BAX;FO079838;Time out!;2000;Bibliotheek Dr. Meurerlaan
DML: 617.1 BAX;FO079836;Time out!;2000;Bibliotheek Dr. Meurerlaan
DML: 617.1 BOET;HV012305;Spel & sport;2001;Bibliotheek Dr. Meurerlaan
DML: 617.1 BOET;HV012306;Spel & sport;2001;Bibliotheek Dr. Meurerlaan
DML: 617.1 BOTT;HV013519;Ontwikkelingen in het topsportklimaat in Nederland (1998-2002): verslag van de 1-meting (2002) en ve;2003;Bibliotheek Dr. Meurerlaan
DML: 617.1 BOTT;HV036708;Verborgen competitie;2004;Bibliotheek Dr. Meurerlaan
DML: 617.1 BOTT;HV005068;Verborgen competitie;2004;Bibliotheek Dr. Meurerlaan
DML: 617.1 BREE;HV094357;Sporten gemeten;2009;Bibliotheek Dr. Meurerlaan
DML: 617.1 BROE;HV018622;Het zout van Afrika;2001;Bibliotheek Dr. Meurerlaan
DML: 617.1 BROU;FO123588;Chess;2001;Bibliotheek Dr. Meurerlaan
DML: 617.1 BUIS;FO116132;Jeugdsport en fair play in het Nederlandse sportbeleid van de jaren negentig;2002;Bibliotheek Dr. Meurerlaan
DML: 617.1 BUIS;FO116131;Jeugdsport en fair play in het Nederlandse sportbeleid van de jaren negentig;2002;Bibliotheek Dr. Meurerlaan
DML: 617.1 CARP;HV050096;Legal concepts in sport: a primer;2000;Bibliotheek Dr. Meurerlaan
DML: 617.1 CASH;HV054265;Making sense of sports;2005;Bibliotheek Dr. Meurerlaan
DML: 617.1 CLAR;HV116350;Sport is geen kinderspel;2011;Bibliotheek Dr. Meurerlaan
DML: 617.1 COAC;HV117333;Coach aan de keukentafel;2010;Bibliotheek Dr. Meurerlaan
DML: 617.1 COAK;HV097792;Sports in society;2009;Bibliotheek Dr. Meurerlaan
DML: 617.1 CRUM;FO104662;Over versporting van de samenleving;1992;Bibliotheek Dr. Meurerlaan
DML: 617.1 CRUM;FO103963;UnKnown-523735;;Bibliotheek Dr. Meurerlaan
DML: 617.1 CRUM;FO108714;Over versporting van de samenleving;1992;Bibliotheek Dr. Meurerlaan
DML: 617.1 CULT;HV038148;Cultural diversity and congruence in physical education and sport;1998;Bibliotheek Dr. Meurerlaan
DML: 617.1 DEJO;HV040428;Sport in de wereld;2004;Bibliotheek Dr. Meurerlaan
DML: 617.1 EIND;HV052858;Eindrapport EYES 2004 Nederland;2005;Bibliotheek Dr. Meurerlaan
DML: 617.1 ELIA;HV090630;Sport en spanning;2007;Bibliotheek Dr. Meurerlaan
DML: 617.1 ELLI;HV019997;"""Ze z?n er (niet) voor gebouwd""";2002;Bibliotheek Dr. Meurerlaan
DML: 617.1 ELLI;FO104788;Waarden en normen in de sport: reader voor sportopleidingen;1998;Bibliotheek Dr. Meurerlaan
DML: 617.1 GEEN;HV012577;Sociale vaardigheden & sport en gedrag;2003;Bibliotheek Dr. Meurerlaan
DML: 617.1 GILJ;FO103381;Sportgedrag en levensloop;1986;Bibliotheek Dr. Meurerlaan
DML: 617.1 HET;HV113907;Het kost veel tijd en je wordt er moe van';2011;Bibliotheek Dr. Meurerlaan
DML: 617.1 HILV;HV114002;Bewegingsrijkdom;2011;Bibliotheek Dr. Meurerlaan
DML: 617.1 HOYN;HV013463;Kerngegevens sportdeelname;2003;Bibliotheek Dr. Meurerlaan
DML: 617.1 IKSP;HV013128;UnKnown-1508310;;Bibliotheek Dr. Meurerlaan
DML: 617.1 IKSP;HV013121;UnKnown-1508310;;Bibliotheek Dr. Meurerlaan
DML: 617.1 JAAR;HV153015;Jaarboek sport & strategie;2013;Bibliotheek Dr. Meurerlaan
DML: 617.1 JANS;HV012569;"""Het gaat om de sport""";2003;Bibliotheek Dr. Meurerlaan
DML: 617.1 JANS;HV013462;"""Het gaat om de sport""";2003;Bibliotheek Dr. Meurerlaan
DML: 617.1 JARV;HV084144;Sport, culture and society;2006;Bibliotheek Dr. Meurerlaan
DML: 617.1 JONG;FO099691;Jongeren over sport;1995;Bibliotheek Dr. Meurerlaan
DML: 617.1 JONG;FO074196;Jongeren over sport;1995;Bibliotheek Dr. Meurerlaan
DML: 617.1 JONG;FO097416;Jongeren over sport;1995;Bibliotheek Dr. Meurerlaan
DML: 617.1 KEMP;HV115219;Fitte kinderen, sportieve tieners;2011;Bibliotheek Dr. Meurerlaan
DML: 617.1 KEMP;HV115218;Fitte kinderen, sportieve tieners;2011;Bibliotheek Dr. Meurerlaan
DML: 617.1 KENN;HV122017;Kennisagenda Sport 2011-2016;2010;Bibliotheek Dr. Meurerlaan
DML: 617.1 KNOP;FO078472;Waarden en normen in de sport: reader voor sportopleidingen;1996;Bibliotheek Dr. Meurerlaan
DML: 617.1 KWAL;HV013127;Kwaliteitszorg in de sportclub: jeugdwerking;2000;Bibliotheek Dr. Meurerlaan
DML: 617.1 KWAL;HV002672;Kwaliteitszorg in de sportclub: jeugdwerking;2000;Bibliotheek Dr. Meurerlaan
DML: 617.1 KWEE;FO094983;UnKnown-2829229;;Bibliotheek Dr. Meurerlaan
DML: 617.1 LEEU;HV121351;De sportwereld voor het hbo;2011;Bibliotheek Dr. Meurerlaan
DML: 617.1 MAAT;HV076582;Maatschappel?ke waarde van sport en bewegen;2007;Bibliotheek Dr. Meurerlaan
DML: 617.1 MALI;FO103797;Young athletes;1988;Bibliotheek Dr. Meurerlaan
DML: 617.1 MAND;HV014887;Sportdeelname;1979;Bibliotheek Dr. Meurerlaan
DML: 617.1 MECH;FO103576;Sport psychology for women;1987;Bibliotheek Dr. Meurerlaan
DML: 617.1 MELO;HV016451;Sportvereniging: koning voetbal en koning klant;2000;Bibliotheek Dr. Meurerlaan
DML: 617.1 PAIS;HV030527;The complete manual of sports science;1998;Bibliotheek Dr. Meurerlaan
DML: 617.1 PHYS;FO103893;Physical education, sport, and schooling;1986;Bibliotheek Dr. Meurerlaan
DML: 617.1 PIJFF;FO104678;Sport en maatschapp?;1998;Bibliotheek Dr. Meurerlaan
DML: 617.1 RAPP;HV110153;Rapportage sport ...;2003;Bibliotheek Dr. Meurerlaan
DML: 617.1 REGE;FO104099;De regels van het spel;1975;Bibliotheek Dr. Meurerlaan
DML: 617.1 SAME;HV011523;"Samenwerken; organiseren en coördineren";2004;Bibliotheek Dr. Meurerlaan
DML: 617.1 SCHE;HV022014;Teaching sport and physical activity;2003;Bibliotheek Dr. Meurerlaan
DML: 617.1 SCHU;HV068670;The outdoor athlete;2009;Bibliotheek Dr. Meurerlaan
DML: 617.1 SPAA;HV133538;Sport and social mobility;2011;Bibliotheek Dr. Meurerlaan
DML: 617.1 SPOR;HV012221;Sportsociologie;2002;Bibliotheek Dr. Meurerlaan
DML: 617.1 SPOR;HV013603;Sportspetters! Een omnisport- en praktijkgericht handboek voor de jeugdsportbegeleider;2001;Bibliotheek Dr. Meurerlaan
DML: 617.1 SPOR;HV011430;Sport in beweging;2004;Bibliotheek Dr. Meurerlaan
DML: 617.1 SPOR;HV048217;Sportsociologie;2002;Bibliotheek Dr. Meurerlaan
DML: 617.1 SPOR;HV103212;The sports rules book;2009;Bibliotheek Dr. Meurerlaan
DML: 617.1 SPOR;HV030604;Sport & maatschapp?;2003;Bibliotheek Dr. Meurerlaan
DML: 617.1 SPOR;HV039539;Sport and development;2006;Bibliotheek Dr. Meurerlaan
DML: 617.1 SPOR;HV014896;Sport en wetenschap;1976;Bibliotheek Dr. Meurerlaan
DML: 617.1 SPOR;HV089280;Sport in het kort;2007;Bibliotheek Dr. Meurerlaan
DML: 617.1 SPOR;HV122044;Sport, haar lectoren en kenniskringen;2011;Bibliotheek Dr. Meurerlaan
DML: 617.1 SPOR;HV039538;Sport and development;2006;Bibliotheek Dr. Meurerlaan
DML: 617.1 SPOR;HV122202;Sporten op de grens;2011;Bibliotheek Dr. Meurerlaan
DML: 617.1 SPOR;FO074188;UnKnown-666784;;Bibliotheek Dr. Meurerlaan
DML: 617.1 SPOR;HV034433;Sporten op de grens;2011;Bibliotheek Dr. Meurerlaan
DML: 617.1 SPOR;HV107100;Sportbusiness Marketplace;2010;Bibliotheek Dr. Meurerlaan
DML: 617.1 SPOR;HV100506;Sport en haar professoren;2010;Bibliotheek Dr. Meurerlaan
DML: 617.1 SPOR;HV093348;Sportbusiness in numbers ...;0;Bibliotheek Dr. Meurerlaan
DML: 617.1 SPOR;FO074187;Sportclubs investeren in jeugd;1992;Bibliotheek Dr. Meurerlaan
DML: 617.1 SPOR;FO074048;Sporters in c?fers;1991;Bibliotheek Dr. Meurerlaan
DML: 617.1 SPOR;HV013453;Sport en sociale integratie;2003;Bibliotheek Dr. Meurerlaan
DML: 617.1 SPOR;HV043465;Sportsociologie;2006;Bibliotheek Dr. Meurerlaan
DML: 617.1 STEE;HV004333;Grenzen aan de sport;2004;Bibliotheek Dr. Meurerlaan
DML: 617.1 STEG;FO123587;Chess;2001;Bibliotheek Dr. Meurerlaan
DML: 617.1 STOK;HV095680;De sportwereld;2010;Bibliotheek Dr. Meurerlaan
DML: 617.1 STOK;HV153990;Lege kerken, volle stadions;2014;Bibliotheek Dr. Meurerlaan
DML: 617.1 STOK;HV093764;De sportwereld;2010;Bibliotheek Dr. Meurerlaan
DML: 617.1 TALE;HV069089;Talent identification and development;2008;Bibliotheek Dr. Meurerlaan
DML: 617.1 THOM;HV118177;Developing better athletes, better people;2014;Bibliotheek Dr. Meurerlaan
DML: 617.1 TIES;HV078960;Een gele kaart voor de sport;2007;Bibliotheek Dr. Meurerlaan
DML: 617.1 TIES;HV088996;Sport in the Netherlands;2007;Bibliotheek Dr. Meurerlaan
DML: 617.1 TOPS;HV121232;Topsport en wetenschap: een gouden duo!;2011;Bibliotheek Dr. Meurerlaan
DML: 617.1 TORB;HV101813;Secrets to success in sport & play;2011;Bibliotheek Dr. Meurerlaan
DML: 617.1 TUYC;HV122167;Meten en weten over zweten;2011;Bibliotheek Dr. Meurerlaan
DML: 617.1 VALU;HV038152;Values and norms in sport;2001;Bibliotheek Dr. Meurerlaan
DML: 617.1 VRIE;HV043792;Sportontmoetingen;2006;Bibliotheek Dr. Meurerlaan
DML: 617.1 WARR;FO103631;Coaching and winning;1988;Bibliotheek Dr. Meurerlaan
DML: 617.1 WEID;HV009680;Werkboek kanjers in de sport;2004;Bibliotheek Dr. Meurerlaan
DML: 617.1 WIEL;HV090639;Hinderl?k buitenspel;2006;Bibliotheek Dr. Meurerlaan
DML: 617.1 WIEL;HV078434;Hinderl?k buitenspel;2006;Bibliotheek Dr. Meurerlaan
DML: 617.1 WITH;HV130275;Een bewogen fundament;2013;Bibliotheek Dr. Meurerlaan
DML: 617.1 WRIG;FO094317;UnKnown-2579330;;Bibliotheek Dr. Meurerlaan
DML: 617.11 COUW;HV109314;Vijftig jaar te midden der kampioenen;2010;Bibliotheek Dr. Meurerlaan
DML: 617.11 DEJO;HV112019;Sport in de wereld;2010;Bibliotheek Dr. Meurerlaan
DML: 617.11 IN;HV016498;In het spoor van de sport;2000;Bibliotheek Dr. Meurerlaan
DML: 617.11 IN;HV022148;In het spoor van de sport;2000;Bibliotheek Dr. Meurerlaan
DML: 617.11 OOST;HV153420;De sportsponsors;2013;Bibliotheek Dr. Meurerlaan
DML: 617.11 SMIT;HV062204;Pitch invasion;2007;Bibliotheek Dr. Meurerlaan
DML: 617.11 SMIT;FO094289;How sports began;1977;Bibliotheek Dr. Meurerlaan
DML: 617.11 SPOR;HV040356;Sporthistorie;2004;Bibliotheek Dr. Meurerlaan
DML: 617.11 SPOR;HV019967;Sportgeschiedenis in Nederland;1998;Bibliotheek Dr. Meurerlaan
DML: 617.11 SPOR;HV133347;De sportcanon;2011;Bibliotheek Dr. Meurerlaan
DML: 617.11 SPOR;HV112465;De sportzomer van 2000;2000;Bibliotheek Dr. Meurerlaan
DML: 617.11 SPOR;HV121574;Sport in de oorlog;2010;Bibliotheek Dr. Meurerlaan
DML: 617.11 VAN;HV019647;Van pro tot prof;1999;Bibliotheek Dr. Meurerlaan
DML: 617.12 ANTH;HV086010;Sociale diversiteit en de roep om respect;2006;Bibliotheek Dr. Meurerlaan
DML: 617.12 ANTH;FO078470;Waarden en normen in de sport: reader voor sportopleidingen;1996;Bibliotheek Dr. Meurerlaan
DML: 617.12 ARBE;HV090469;Arbeidsmarktmonitor sport 2008;2009;Bibliotheek Dr. Meurerlaan
DML: 617.12 ARBE;HV107523;Arbeidsmarktmonitor sport 2011;2011;Bibliotheek Dr. Meurerlaan
DML: 617.12 ASJE;HV097739;Sport en fiscus;2009;Bibliotheek Dr. Meurerlaan
DML: 617.12 AUST;HV030014;Australian sport;2004;Bibliotheek Dr. Meurerlaan
DML: 617.12 BAKE;HV116524;Fundamentals of sport management;2013;Bibliotheek Dr. Meurerlaan
DML: 617.12 BALD;HV066762;Handboek sportmanagement;2007;Bibliotheek Dr. Meurerlaan
DML: 617.12 BALE;HV005676;UnKnown-1973460;;Bibliotheek Dr. Meurerlaan
DML: 617.12 BERO;HV030006;Beroepscompetentieprofielen verenigingsadviseurs;2005;Bibliotheek Dr. Meurerlaan
DML: 617.12 BLOE;HV115649;Bloed, zweet en tranen en een moment van glorie;2012;Bibliotheek Dr. Meurerlaan
DML: 617.12 BONN;HV005677;UnKnown-1973509;;Bibliotheek Dr. Meurerlaan
DML: 617.12 BOS;FO094263;Olé, we are the champions!;1988;Bibliotheek Dr. Meurerlaan
DML: 617.12 BOTT;FO094442;Goed, beter, best;1997;Bibliotheek Dr. Meurerlaan
DML: 617.12 BOTT;HV092004;Op jacht naar goud;2009;Bibliotheek Dr. Meurerlaan
DML: 617.12 BROE;HV093609;Professioneel sportmanagement vernieuwen;2010;Bibliotheek Dr. Meurerlaan
DML: 617.12 BROE;HV153821;Basisboek sportmanagement;2013;Bibliotheek Dr. Meurerlaan
DML: 617.12 BUIS;FO116130;Jeugdsport;2001;Bibliotheek Dr. Meurerlaan
DML: 617.12 BUIS;FO121022;Jeugdsport;2001;Bibliotheek Dr. Meurerlaan
DML: 617.12 BURG;HV116706;Handboek sportief onderhandelen voor en door sportmanagers;2013;Bibliotheek Dr. Meurerlaan
DML: 617.12 CHAD;HV111574;International cases in the business of sport;2008;Bibliotheek Dr. Meurerlaan
DML: 617.12 CHAD;HV111573;International cases in the business of sport;2008;Bibliotheek Dr. Meurerlaan
DML: 617.12 CHAP;HV111121;Autonomy of sport in Europe;2010;Bibliotheek Dr. Meurerlaan
DML: 617.12 CLAR;HV031451;Vrouwen in zicht;2006;Bibliotheek Dr. Meurerlaan
DML: 617.12 COAL;HV133562;A wider social role for sport;2007;Bibliotheek Dr. Meurerlaan
DML: 617.12 COLIJ;HV103067;Sportsponsoring;2009;Bibliotheek Dr. Meurerlaan
DML: 617.12 COLIJ;HV090336;Sportsponsoring;2009;Bibliotheek Dr. Meurerlaan
DML: 617.12 COMP;HV084791;Comparative elite sport development;2008;Bibliotheek Dr. Meurerlaan
DML: 617.12 CONS;FO104977;The construction of meaning in sport organizations: management of diversity;2000;Bibliotheek Dr. Meurerlaan
DML: 617.12 CONT;HV066070;Contemporary sport management;2007;Bibliotheek Dr. Meurerlaan
DML: 617.12 COST;FO078480;Pilot project 'jeugd';1996;Bibliotheek Dr. Meurerlaan
DML: 617.12 CUAR;FO079833;UnKnown-1495044;;Bibliotheek Dr. Meurerlaan
DML: 617.12 DEJO;HV009604;Sport en economie;2004;Bibliotheek Dr. Meurerlaan
DML: 617.12 DEJO;HV061373;Sport en economie: een aftrap;2007;Bibliotheek Dr. Meurerlaan
DML: 617.12 DEJO;HV034339;Sport en economie: een aftrap;2007;Bibliotheek Dr. Meurerlaan
DML: 617.12 DEJO;HV116049;Sport en economie: samen in de spits;2012;Bibliotheek Dr. Meurerlaan
DML: 617.12 DOWN;HV100855;Sports economics;2009;Bibliotheek Dr. Meurerlaan
DML: 617.12 DUIJV;HV048239;Nederland, ondernemend sportland;2004;Bibliotheek Dr. Meurerlaan
DML: 617.12 DUIJV;HV097993;Effectief samenwerken sport en jeugd;2007;Bibliotheek Dr. Meurerlaan
DML: 617.12 DUIJV;HV001791;Nederland, ondernemend sportland;2004;Bibliotheek Dr. Meurerlaan
DML: 617.12 DUIJV;HV056194;Nederland, ondernemend sportland;2004;Bibliotheek Dr. Meurerlaan
DML: 617.12 ENTE;HV009677;De entertrainer;2004;Bibliotheek Dr. Meurerlaan
DML: 617.12 EURO;HV116705;Europa in beweging;2007;Bibliotheek Dr. Meurerlaan
DML: 617.12 FAVO;HV084363;Sports publicity;2007;Bibliotheek Dr. Meurerlaan
DML: 617.12 FERR;HV104445;Marketing the sports organisation;2009;Bibliotheek Dr. Meurerlaan
DML: 617.12 FRIE;HV153824;Sport finance;2013;Bibliotheek Dr. Meurerlaan
DML: 617.12 FUND;HV111019;Fundament onder de olympische ambities;2011;Bibliotheek Dr. Meurerlaan
DML: 617.12 GENU;HV005679;UnKnown-1973486;;Bibliotheek Dr. Meurerlaan
DML: 617.12 GREE;HV146446;Elite sport development;2005;Bibliotheek Dr. Meurerlaan
DML: 617.12 GROE;HV023088;Succes, een gouden toekomst?';2002;Bibliotheek Dr. Meurerlaan
DML: 617.12 GULI;HV005683;UnKnown-1687818;;Bibliotheek Dr. Meurerlaan
DML: 617.12 HALG;HV014978;European sports law;2004;Bibliotheek Dr. Meurerlaan
DML: 617.12 HAND;HV016419;Handboek kwaliteitsmanagement in het sportbedr?f;1998;Bibliotheek Dr. Meurerlaan
DML: 617.12 HAND;HV017064;Handboek Verenigingsmanagement in de sportvereniging;2002;Bibliotheek Dr. Meurerlaan
DML: 617.12 HAND;HV017063;Handreiking gemeentel?k tarieven- en subsidiebeleid in de sport;2003;Bibliotheek Dr. Meurerlaan
DML: 617.12 HAND;HV016417;Handboek sport & verzelfstandigen;1995;Bibliotheek Dr. Meurerlaan
DML: 617.12 HAND 1;HV021421;Lokale regie;2001;Bibliotheek Dr. Meurerlaan
DML: 617.12 HAND 2;HV021422;Jeugdparticipatie;2001;Bibliotheek Dr. Meurerlaan
DML: 617.12 HAND 3;HV021423;Streetsport;2001;Bibliotheek Dr. Meurerlaan
DML: 617.12 HAND 4;HV021424;Lokale jeugdsportpas;2001;Bibliotheek Dr. Meurerlaan
DML: 617.12 HAND 5;HV021425;Sociale integratie;2001;Bibliotheek Dr. Meurerlaan
DML: 617.12 HAND 6;HV021426;Checklist lokaal beleid;2001;Bibliotheek Dr. Meurerlaan
DML: 617.12 HEER;HV120300;Het olympisch speeltje;2012;Bibliotheek Dr. Meurerlaan
DML: 617.12 HEUV;HV014575;Sport in Nederland;1999;Bibliotheek Dr. Meurerlaan
DML: 617.12 HEUV;HV014574;Sport in Nederland;1999;Bibliotheek Dr. Meurerlaan
DML: 617.12 HEUV;HV134948;De ondernemende overheid in de sport;2008;Bibliotheek Dr. Meurerlaan
DML: 617.12 HOLL;HV112987;#Hollandbid;2011;Bibliotheek Dr. Meurerlaan
DML: 617.12 HOVE;HV103063;Koplopers;2009;Bibliotheek Dr. Meurerlaan
DML: 617.12 HOYE;HV084399;Sport governance;2007;Bibliotheek Dr. Meurerlaan
DML: 617.12 INTE;HV084410;International perspectives on the management of sport;2007;Bibliotheek Dr. Meurerlaan
DML: 617.12 INTE;HV122288;International sport management;2012;Bibliotheek Dr. Meurerlaan
DML: 617.12 IRWI;HV013298;Sport promotion and sales management;2002;Bibliotheek Dr. Meurerlaan
DML: 617.12 JEUG;FO097409;Jeugdsport en beleid;1996;Bibliotheek Dr. Meurerlaan
DML: 617.12 JEUG;FO104900;Jeugdparticipatie: er wordt aan gewerkt;1997;Bibliotheek Dr. Meurerlaan
DML: 617.12 JEUG;HV005687;UnKnown-1378221;;Bibliotheek Dr. Meurerlaan
DML: 617.12 JEUG;FO099194;Jeugdsport en beleid;1996;Bibliotheek Dr. Meurerlaan
DML: 617.12 JEUG;FO104987;Jeugdsport en beleid;1996;Bibliotheek Dr. Meurerlaan
DML: 617.12 KALM;HV031695;Sportverenigingen 2000-2005: stabiele sportverbanden in turbulente tijden;2006;Bibliotheek Dr. Meurerlaan
DML: 617.12 KANS;HV090427;Kans voor open doel;2009;Bibliotheek Dr. Meurerlaan
DML: 617.12 KAZI;HV016418;Handboek sport-managementinformatie;1997;Bibliotheek Dr. Meurerlaan
DML: 617.12 KERR;HV005678;UnKnown-1973503;;Bibliotheek Dr. Meurerlaan
DML: 617.12 KIDM;HV018260;Developing decision makers;2001;Bibliotheek Dr. Meurerlaan
DML: 617.12 KLIJN;HV131481;Besturen met een visie;2012;Bibliotheek Dr. Meurerlaan
DML: 617.12 KOK;HV120466;Sportmarketing;2013;Bibliotheek Dr. Meurerlaan
DML: 617.12 KOK;HV120465;Sportmarketing;2013;Bibliotheek Dr. Meurerlaan
DML: 617.12 KOK;HV111479;Sportmarketing;2010;Bibliotheek Dr. Meurerlaan
DML: 617.12 KOK;HV111480;Sportmarketing;2010;Bibliotheek Dr. Meurerlaan
DML: 617.12 KOLL;HV010424;Bundel sport & recht;2004;Bibliotheek Dr. Meurerlaan
DML: 617.12 KOLL;FO079876;Sport en arbeid;2000;Bibliotheek Dr. Meurerlaan
DML: 617.12 KOLL;HV079386;Bundel sport & recht;2004;Bibliotheek Dr. Meurerlaan
DML: 617.12 KOP;HV093928;Kop of munt;2010;Bibliotheek Dr. Meurerlaan
DML: 617.12 KRAC;HV093780;De kracht van sport;2007;Bibliotheek Dr. Meurerlaan
DML: 617.12 KRAC;HV153247;De kracht van sport;2013;Bibliotheek Dr. Meurerlaan
DML: 617.12 KRAC;HV153248;De kracht van sport;2013;Bibliotheek Dr. Meurerlaan
DML: 617.12 KRAC;HV056058;UnKnown-1984765;;Bibliotheek Dr. Meurerlaan
DML: 617.12 KWAL;HV014557;UnKnown-1437020;;Bibliotheek Dr. Meurerlaan
DML: 617.12 LAGA;HV117998;Sportsponsoring activeren!;2013;Bibliotheek Dr. Meurerlaan
DML: 617.12 LAGA;HV153228;Sportmarketingcommunicatie;2011;Bibliotheek Dr. Meurerlaan
DML: 617.12 LAGA;HV030664;Marketingcommunicatie in de sport;2006;Bibliotheek Dr. Meurerlaan
DML: 617.12 LAGA;HV030657;Marketingcommunicatie in de sport;2006;Bibliotheek Dr. Meurerlaan
DML: 617.12 LAGA;HV095722;Sportcommunicatie: tactiek en techniek;2008;Bibliotheek Dr. Meurerlaan
DML: 617.12 LAGA;HV117999;Sportsponsoring activeren!;2013;Bibliotheek Dr. Meurerlaan
DML: 617.12 LAGA;HV094245;Sportcommunicatie: tactiek en techniek;2008;Bibliotheek Dr. Meurerlaan
DML: 617.12 LAGA;HV107309;Sportmarketingcommunicatie;2011;Bibliotheek Dr. Meurerlaan
DML: 617.12 LAGA;HV030658;Marketingcommunicatie in de sport;2006;Bibliotheek Dr. Meurerlaan
DML: 617.12 LAGA;HV095721;Sportcommunicatie: tactiek en techniek;2008;Bibliotheek Dr. Meurerlaan
DML: 617.12 LANK;HV090426;Een wereld te winnen;2009;Bibliotheek Dr. Meurerlaan
DML: 617.12 LERE;HV110330;Leren van meedoen;2011;Bibliotheek Dr. Meurerlaan
DML: 617.12 LUCA;HV089621;Sneller hoger sterker beter;2007;Bibliotheek Dr. Meurerlaan
DML: 617.12 LUSS;HV069358;Applied sport management skills;2009;Bibliotheek Dr. Meurerlaan
DML: 617.12 MAAT;HV119475;De maatschappelijke betekenis van topsport;2012;Bibliotheek Dr. Meurerlaan
DML: 617.12 MANA;HV084341;Managing sports organizations;2007;Bibliotheek Dr. Meurerlaan
DML: 617.12 MANA;HV139351;Managing high performance sport;2013;Bibliotheek Dr. Meurerlaan
DML: 617.12 MAST;HV084364;Sponsorship;2007;Bibliotheek Dr. Meurerlaan
DML: 617.12 MOSS;HV116027;Inleiding sport en recht;2012;Bibliotheek Dr. Meurerlaan
DML: 617.12 MOSS;HV116734;Inleiding sport en recht;2012;Bibliotheek Dr. Meurerlaan
DML: 617.12 MOSS;HV116735;Inleiding sport en recht;2012;Bibliotheek Dr. Meurerlaan
DML: 617.12 MULL;HV022414;Sport marketing;2000;Bibliotheek Dr. Meurerlaan
DML: 617.12 MULL;HV022415;Sport marketing;2000;Bibliotheek Dr. Meurerlaan
DML: 617.12 NAAR;HV014881;Naar een nieuwe organisatie opzet van de sport in de regio 2005-2008;2004;Bibliotheek Dr. Meurerlaan
DML: 617.12 NAAR;HV014891;UnKnown-1543294;;Bibliotheek Dr. Meurerlaan
DML: 617.12 NEW;HV112452;The new sport management reader;2009;Bibliotheek Dr. Meurerlaan
DML: 617.12 NEW;HV112453;The new sport management reader;2009;Bibliotheek Dr. Meurerlaan
DML: 617.12 NICH;HV084367;Sport and the media;2007;Bibliotheek Dr. Meurerlaan
DML: 617.12 NOTA;HV013537;UnKnown-1873465;;Bibliotheek Dr. Meurerlaan
DML: 617.12 OLDE;HV085735;Costs and benefits of major sports events;2006;Bibliotheek Dr. Meurerlaan
DML: 617.12 ONGR;HV034336;De ongr?pbare sportfan;2008;Bibliotheek Dr. Meurerlaan
DML: 617.12 ONGR;HV068069;De ongr?pbare sportfan;2008;Bibliotheek Dr. Meurerlaan
DML: 617.12 OPBR;HV110403;Opbrengsten van Meedoen;2011;Bibliotheek Dr. Meurerlaan
DML: 617.12 OPER 1;HV005147;Operationeel sportmanager;2003;Bibliotheek Dr. Meurerlaan
DML: 617.12 OPER 2;HV005127;Operationeel sportmanager;2003;Bibliotheek Dr. Meurerlaan
DML: 617.12 OPER 3;HV005126;Operationeel sportmanager;2003;Bibliotheek Dr. Meurerlaan
DML: 617.12 OPER 4;HV005125;Operationeel sportmanager;2004;Bibliotheek Dr. Meurerlaan
DML: 617.12 PARK;HV019567;Contemporary sport management;2003;Bibliotheek Dr. Meurerlaan
DML: 617.12 PARK;HV019566;Contemporary sport management;2003;Bibliotheek Dr. Meurerlaan
DML: 617.12 PERF;HV109238;A perfect match?;2009;Bibliotheek Dr. Meurerlaan
DML: 617.12 PITT;HV075400;Case studies in sport law;2008;Bibliotheek Dr. Meurerlaan
DML: 617.12 PRIE;HV022113;Effective leadership in adventure programming;1997;Bibliotheek Dr. Meurerlaan
DML: 617.12 PROJ;HV010255;Projectenboek;2003;Bibliotheek Dr. Meurerlaan
DML: 617.12 PUFF;HV014889;De macro-economische betekenis van sport;1988;Bibliotheek Dr. Meurerlaan
DML: 617.12 PUFF;FO074018;De macro-economische betekenis van sport;1988;Bibliotheek Dr. Meurerlaan
DML: 617.12 RECR;HV022061;UnKnown-1186794;;Bibliotheek Dr. Meurerlaan
DML: 617.12 ROBI;HV098017;Sport club management;2010;Bibliotheek Dr. Meurerlaan
DML: 617.12 ROL;HV005685;UnKnown-1192815;;Bibliotheek Dr. Meurerlaan
DML: 617.12 ROL;FO074023;UnKnown-1192815;;Bibliotheek Dr. Meurerlaan
DML: 617.12 ROUT;HV101150;Routledge handbook of sports development;2011;Bibliotheek Dr. Meurerlaan
DML: 617.12 SCHE;HV019559;Vrouwen in de sport;1996;Bibliotheek Dr. Meurerlaan
DML: 617.12 SCHE;HV040210;Sports and the environment;2001;Bibliotheek Dr. Meurerlaan
